EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010385294,EAST HODGDON UNION CHURCH,,39 SOUTH ST,HOULTON,ME,04730-1525,0000,03,3,7000,198308,1,10,001006029,5,01,,0,0,06,0,03,,,,,
010385303,EASTERN MAINE COMMUNITY COLLEGE FOUNDATION,% RITA H BRAGDON,354 HOGAN RD,BANGOR,ME,04401-4206,0000,03,3,1000,199404,1,17,030000000,1,01,202406,6,5,01,0,06,2237709,818139,694801,,
010385329,TRINITY EVANGELICAL FREE CHURCH,,12 MCLELLAN ST,SKOWHEGAN,ME,04976-1113,1729,03,9,1000,196504,1,10,059927602,5,01,,0,0,06,0,12,,,,,TRINITY EFC
010385402,PENOBSCOT VALLEY HUMANE SOCIETY,% LINDA IRELAND,PO BOX 73,LINCOLN,ME,04457-0073,0000,03,3,1000,198303,1,15,913000000,1,01,202208,4,4,01,0,08,269154,282599,282599,,
010385416,RANGELEY FRIENDS OF THE PERFORMING ARTS INC,,2493 MAIN ST,RANGELEY,ME,04970-0000,0000,03,3,2000,198306,1,16,090040000,1,01,202312,6,4,01,0,12,1421117,326515,285608,,
010385433,DIXMONT SCHOLARSHIP ASSOCIATION INC,% ELAINE OLSEN,372 MOOSEHEAD TRL,DIXMONT,ME,04932-3035,0000,03,3,2000,200309,1,16,000000000,1,01,202405,0,0,02,0,05,0,0,0,B82,
010385602,PEACE ACTION MAINE,% MARTHA SPIESS,125 FOREST AVE NUMBER 3842,PORTLAND,ME,04101-1961,0000,04,3,3000,201504,2,00,513000000,1,01,202412,0,0,02,0,12,0,0,0,Q40,
010385627,CALVARY PENTECOSTAL CHURCH,% SHARON MELLOWS,PO BOX 179,MADISON,ME,04950-0179,1678,03,9,7000,198603,1,10,000000000,1,01,202412,0,0,06,0,12,,,,,LAKEWOOD CAMPUS
010385675,INDEPENDENT TELECOMMUNICATIONS PIONEER ASSOCIATION INC,,104 BRIDGTON RD,SEBAGO,ME,04029-3109,6444,10,9,1000,202007,2,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,Y42,DOWN EAST PIONEER CLUB
010385691,INDEPENDENT ORDER OF ODD FELLOWS,% WILLIAM LECK,80 CARON LN,AUBURN,ME,04210-4289,0028,08,9,1000,196205,1,00,036000000,5,01,202312,0,0,02,0,12,0,0,0,,142 GOV BROOKS LDG
010386065,SHRINERS INTERNATIONAL,% ANAH SHRINERS,1404 BROADWAY,BANGOR,ME,04401-2404,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,SCHOODIC SHRINE CLUB
010386284,HOPE HAVEN GOSPEL MISSION INC,,209 LINCOLN ST,LEWISTON,ME,04240-7817,0000,03,3,7000,199012,1,15,005000000,1,01,202212,5,4,01,0,12,865966,343034,343034,P28Z,
010386302,NORTH LIVERMORE BAPTIST CHURCH,% SUSAN LYONS,619 FEDERAL RD,LIVERMORE,ME,04253-0000,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,8145
010386335,TWIN TOWN NATURE CLUB,% R A LUKE,359 ALLEN HILL RD,OXFORD,ME,04270-4013,0000,03,3,1000,200201,1,04,000000000,1,01,202312,2,1,00,1,12,10818,22,,C41,
010386490,SANFORD-SPRINGVALE BAND ENTERPRISES BOOSTERS ASSOCIATION,% DONALD S JAMISON,PO BOX 732,SANFORD,ME,04073-0732,0000,03,3,2000,199506,1,16,601040000,5,01,202405,0,0,02,0,05,0,0,0,A6CZ,
010386599,FORT KENT HISTORICAL SOCIETY,% CHAD PELLETIER,PO BOX 181,FORT KENT,ME,04743-0181,0000,03,3,1200,201711,1,16,000000000,1,01,202410,5,3,02,0,10,509154,35098,35098,A80,
010386877,SANDY POINT COMMUNITY CLUB,% ROLAND L MAGNAN,PO BOX 39,SANDY POINT,ME,04972-0039,0000,03,3,1000,201003,1,16,408000000,1,01,202412,0,0,02,0,12,0,0,0,S80,
010386912,CENTRAL MAINE COMMUNITY HEALTH CORPORATION,% JOHN WHITLOCK,PO BOX 4500,LEWISTON,ME,04243-4500,0000,03,3,1000,198909,1,15,165000000,1,01,202306,4,6,01,0,06,400924,1097265,1097265,T40Z,
010386913,CENTRAL MAINE HEALTHCARE CORPORATION,% JOHN WHITLOCK,29 LOWELL ST BOX A,LEWISTON,ME,04240-7639,0000,03,3,1000,198303,1,15,927994179,1,01,202306,9,9,01,0,06,149365912,83767947,66331649,E210,
010386950,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% NICOLAS J HAMLIN,79 FOREST GLEN LN,TOPSHAM,ME,04086-1332,9154,19,9,1000,198705,1,00,907908000,1,01,202406,0,0,02,0,06,0,0,0,,2197 REV JOSEPH LAMMARRE MEM POST
010386990,TRINITY EPISCOPAL CHURCH,,PO BOX 433,CASTINE,ME,04421-0433,3741,03,9,7000,194001,1,10,000000000,5,01,,0,0,06,0,12,,,,,
010387094,UNIVERSITY OF MAINE SYSTEM INC,% LUCIA BROWN,307 MAINE AVE,BANGOR,ME,04401-4331,5930,03,9,2000,201308,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,,PENOBSCOT COUNTY 4-H LEADERS ASSOC
010387234,WARREN BAPTIST CHURCH,,PO BOX 294,WARREN,ME,04864-0294,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,5461
010387242,CHRISTIAN AND MISSIONARY ALLIANCE CHURCH OF LEE,,249 WINN RD,LEE,ME,04455-4204,2284,03,9,7000,197205,1,10,001000000,5,01,,0,0,06,0,12,,,,,
010387268,FIRST ASSEMBLY OF GOD CHURCH,% REV DUANE STILES,PO BOX 82,FORT KENT,ME,04743-0082,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
010387300,VILES ARBORETUM,,153 HOSPITAL ST,AUGUSTA,ME,04330-0700,0000,03,3,1000,198305,1,15,060000000,1,01,202312,6,4,01,0,12,1415867,499891,481595,C410,
010387307,CANAAN CALVARY CHURCH,,PO BOX 6,CANAAN,ME,04924-0006,0000,03,3,1000,198306,1,10,001000000,1,01,,0,0,06,0,12,,,,,
010387329,RALPH GETCHELL SMITH MEMORIAL FUND,% CAMDEN NATIONAL WEALTH MGMT,2 CANAL PLAZA,PORTLAND,ME,04101-4040,0000,03,3,1000,198503,1,04,040000000,2,01,202312,1,1,00,1,12,4014,1414,,,
010387404,ELMINA B SEWALL FOUNDATION,,15 MAIN ST STE 230,FREEPORT,ME,04032-1100,0000,03,3,1000,198306,1,04,602000000,1,01,202312,9,8,00,1,12,170578667,19035727,,,
010387418,PENOBSCOT THEATRE COMPANY,,131 MAIN ST,BANGOR,ME,04401-6309,0000,03,3,1000,198408,1,16,088090000,1,01,202308,6,6,01,0,08,2616269,1370285,1322279,A650,
010387538,ROSS CORNER FIRE COMPANY,,1787 GORE RD,SHAPLEIGH,ME,04076-3537,0000,03,3,1600,201902,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,M20,
010387641,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% RICHARD ST AMAND,26 WHEELER PARK,BRUNSWICK,ME,04011-1662,1599,05,9,3000,196310,2,00,264480279,5,01,202312,0,0,02,0,12,0,0,0,,MAINE FEDERATION
010387674,CENTRAL MAINE REAL ESTATE MANAGEMENT CORP,% JOHN WHITLOCK,PO BOX 4500,LEWISTON,ME,04243-4500,0000,02,3,1000,198305,2,00,603000000,1,01,202306,6,2,02,0,06,1626862,14594,14594,,
010387694,CENTER FOR CULTURAL EXCHANGE,% PORTLAND OVATIONS - AIMEE PETRIN,PO BOX 17573,PORTLAND,ME,04112-8573,0000,03,3,1000,198305,1,16,602603000,1,01,202312,0,0,02,0,12,0,0,0,A610,
010387840,POLAND BAPTIST CHURCH,,PO BOX 213,POLAND,ME,04274-0213,0000,03,3,7000,198607,1,10,001006000,5,01,,0,0,06,0,12,,,,,
010387970,AUBURN BUSINESS ASSOCIATION,,PO BOX 821,AUBURN,ME,04212-0821,0000,06,3,2000,201902,2,00,200000000,1,01,202312,0,0,02,0,12,0,0,0,S41,
010388055,CHRISTIAN FAMILY CHURCH INC,,PO BOX 872,AUBURN,ME,04212-0872,0000,03,3,7000,198507,1,10,001000000,1,01,,0,0,06,0,12,,,,,
010388492,TURNER PUBLIC LIBRARY,,98 MATTHEWS WAY,TURNER,ME,04282-3930,0000,03,3,1200,198312,1,15,061000000,1,01,202406,5,4,01,0,06,627113,258173,100215,,
010388498,NORTH VASSALBORO BAPTIST CHURCH,,996 MAIN ST,VASSALBORO,ME,04989-3121,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,
010388637,NEW ENGLAND BAPTIST BIBLE COLLEGE,,1476 BROADWAY,BANGOR,ME,04401-2404,0000,03,3,2000,198401,1,11,029030000,1,01,202406,0,0,02,0,06,0,0,0,,
010388641,RAPE EDUCATION AND CRISIS HOTLINE,,PO BOX 6,AUBURN,ME,04212-0006,0000,03,3,1000,199401,1,15,408000000,5,01,201109,3,4,00,0,09,,,,F42Z,
010388680,MARGARET CHASE SMITH FOUNDATION,% MERTON HENRY ESQ,PO BOX 4510,PORTLAND,ME,04112-4510,0000,03,3,1000,198404,1,03,602603000,1,01,202312,8,7,00,1,12,14580089,5166436,,T20,
010388818,MAINE ADAPTIVE SPORTS & RECREATION,% LIZZ PEACOCK,2 MAIN ST,BETHEL,ME,04217-0000,0000,03,3,1000,198308,1,15,160298000,1,01,202406,6,6,01,0,06,1576299,1190159,1088892,N68Z,
010388825,NORTHERN TIMBER CRUISERS INC,,PO BOX 269,MILLINOCKET,ME,04462-0269,0000,07,3,1000,198310,2,00,288318319,1,01,202312,3,4,01,0,12,53262,165620,155251,,
010388853,AMERICAN LEGION AUXILIARY,% MARLENE DOUCETTE,461 MAIN ST,OLD TOWN,ME,04468-1726,0964,19,9,1000,194610,1,00,319907000,5,01,202409,0,0,02,0,09,0,0,0,,84 OSIER-HAMLIN-MORRIS-HURD
010388860,FELLOWSHIP CHURCH,,9 BERGERON RD,GREENE,ME,04236-3025,0000,03,3,7000,198401,1,10,001007000,1,01,,0,0,06,0,03,,,,,
010388865,AMERICAN LEGION AUXILIARY,% SHIRLEY CLINE,PO BOX 186,TENANTS HBR,ME,04860-0186,0964,19,9,1000,194610,1,00,319907000,5,01,202409,0,0,02,0,09,0,0,0,,34 KINNEY-MELQUIST
010388984,FELLOWSHIP BAPTIST BIBLE CHURCH,,PO BOX 178,LIMINGTON,ME,04049-0178,0000,03,3,6000,198310,1,10,001000000,1,01,,0,0,06,0,12,,,,,
010389217,GOSPEL LIGHT BAPTIST CHURCH,% FRANCINE FLETCHER,PO BOX 242,NEW VINEYARD,ME,04956-0242,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
010389309,BIG BATS,% KERRI EVERETT,19 BETTERMENT RD,NORRIDGEWOCK,ME,04957-3853,0000,03,3,1000,202302,1,15,321000000,5,01,202312,0,0,02,0,12,0,0,0,O20,
010389416,NORTHERN AROOSTOOK ALTERNATIVES INC,,267 MAIN ST,VAN BUREN,ME,04785-1336,0000,03,3,1000,198309,1,15,031566380,1,01,202406,6,6,01,0,06,1473832,1309790,1309790,S200,
010389572,THE BROAD BAY CONGREGATIONAL UNITED CHURCH OF CHRIST,,PO BOX 161,WALDOBORO,ME,04572-0161,0000,03,3,7000,198709,1,10,001000000,1,01,,0,0,06,0,12,,,,,
010389678,ATLANTIC SALMON FOR NORTHERN MAINE INC,,PO BOX 833,PRESQUE ISLE,ME,04769-0833,0000,03,3,1000,198407,1,16,998000000,1,01,202312,4,3,01,0,12,164297,51040,29615,,
010389698,KNIGHTS OF COLUMBUS,% CLAUDE L GENDREAU,PO BOX 174,GRAND ISLE,ME,04746-0174,0188,08,9,1000,194010,1,00,036029265,5,01,202412,0,0,02,0,12,0,0,0,,8414 FR ROGER J BOLDUC COUNCIL
010389742,AMERICAN LEGION AUXILIARY,% CHRISTINA CORMIER,PO BOX 585,VAN BUREN,ME,04785-0585,0964,19,9,1000,000000,0,00,000000000,5,01,202405,3,3,02,0,05,66218,60832,0,,49 LEVASSEUR-FARRELL
010389833,MODERN WOODMEN OF AMERICA,% RONALD J OUELLETTE,184 WEBSTER ST STE 102,LEWISTON,ME,04240-5558,1519,08,9,1000,196105,1,00,211902602,5,01,202412,0,0,02,0,12,0,0,0,,8609
010389834,INTERNATIONAL ORDER OF THE RAINBOW GIRLS,% DEBORA REDMOND,16 BLACKTHORNE LN,GRAY,ME,04039-5801,5329,03,9,1000,194207,1,15,036279000,5,01,202312,4,3,01,0,12,227982,64109,64109,,11 MAINE GRAND ASSEMBLY
010389840,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% ANDREW S PAPPAS,255 MAIN ST,CALAIS,ME,04619-1800,9154,19,9,1000,198705,1,00,907908000,1,01,202412,0,0,02,0,12,0,0,0,,9779 BOYD-SMITH POST
010389843,THE AMERICAN LEGION AUXILIARY EMERSON AND LANE UNIT 132,% CECILIA ATWOOD,52 CARDING MACHINE RD,RICHMOND,ME,04357-0000,0000,19,3,1000,201801,1,00,319907000,5,01,202310,0,0,02,0,10,0,0,0,,
010389872,LINNEUS SNO SPORTS INC,,PO BOX 529,LINNEUS,ME,04730-0529,0000,04,3,3000,200712,2,00,000000000,1,01,202312,4,4,01,0,12,396150,143051,143051,N32,
010389889,AMERICAN LEGION AUXILIARY,% AMERICAN LEGION AUZILIARY,PO BOX 93,MARS HILL,ME,04758-0093,0964,19,9,1000,194610,1,00,319907000,5,01,202309,0,0,02,0,09,0,0,0,,118 WILLIAM COUSINS
010389912,MONSON HISTORICAL SOCIETY,% MOLLY POOLE,PO BOX 308,MONSON,ME,04464-0308,0000,03,3,1200,199808,1,16,119000000,1,01,202412,0,0,02,0,12,0,0,0,A99Z,
010389927,MAINE LODGE OF RESEARCH,,2 MILL ST,BANGOR,ME,04401-4923,0000,10,3,1000,202502,1,00,124123120,5,01,202502,0,0,02,0,02,0,0,0,,
010390353,STEUBEN UNION CHURCH STEUBEN MAINE,,PO BOX 32,STEUBEN,ME,04680-0032,0000,03,3,7000,198710,1,10,001000000,1,01,,0,0,06,0,06,,,,,
010390401,OGUNQUIT FIRE COMPANY,,PO BOX 1558,OGUNQUIT,ME,03907-1558,0000,03,3,1000,200003,1,15,000000000,1,01,202312,3,3,02,0,12,93380,35025,27704,M24,
010390410,MAINE SELF INSURANCE GUARANTY ASSOCIATION,,42 STONEGATE RD,CAPE ELIZ,ME,04107-1637,0000,06,3,2000,198404,2,00,259229000,5,01,202312,6,5,01,0,12,4439497,725388,174637,,
010390414,SUNRISE SNOWMOBILERS,,626 MAIN ST,CALAIS,ME,04619-1457,0000,07,3,1000,198810,2,00,288000000,1,01,202404,0,0,02,0,04,0,0,0,,
010390443,DAVIS FAMILY FOUNDATION,,30 FOREST FALLS DR STE 5,YARMOUTH,ME,04096-6983,0000,03,3,1000,198309,1,17,601602030,2,01,202312,9,8,01,0,12,89607909,12850527,3243299,T900,
010390608,EDDINGTON-CLIFTON CIVIC CENTER,% AUDREY FOX,PO BOX 306,EDDINGTON,ME,04428-0306,0000,03,3,1000,198401,1,16,296000000,1,01,202312,0,0,02,0,12,0,0,0,,
010390612,SABBATH DAY LAKE ASSOCIATION,,107 BLACK POINT RD,NEW GLOUCESTR,ME,04260-2637,0000,03,3,1000,201511,1,15,000000000,5,01,202312,0,0,02,0,12,0,0,0,C32,
010390854,MELMAC EDUCATION FOUNDATION,,188 WHITEN RD,AUGUSTA,ME,04330-6052,0000,03,3,2000,198310,1,04,041000000,1,01,202312,8,6,00,1,12,44977183,4538075,,W600,
010390918,MAINE COAST MEDICAL REALTY INC,,50 UNION ST,ELLSWORTH,ME,04605-1534,0000,03,3,1000,199106,1,17,603179000,1,01,202309,3,4,01,0,09,32499,108201,108201,E22I,
010391036,EASTERN MAINE HEALTHCARE REAL ESTATE,,43 WHITING HILL RD,BREWER,ME,04412-1004,0000,02,3,1000,198501,2,00,201000000,1,01,202409,0,0,02,0,09,0,0,0,,
010391038,ROSSCARE,,43 WHITING HILL RD STE 400,BREWER,ME,04412-1012,0000,03,3,1000,198408,1,04,152000000,1,01,202309,7,4,00,1,09,7265324,301009,,,
010391108,NEW LIFE CHURCH INC,,1033 BROADWAY,BANGOR,ME,04401-2920,0000,03,3,1000,198507,1,10,001007029,1,01,,0,0,06,0,12,,,,,
010391147,GRACE FELLOWSHIP,,RFD 1 MIDDLE RD WARREN,WARREN,ME,04864-0000,0000,03,3,7000,198502,1,10,001000000,1,01,,0,0,06,0,08,,,,,
010391179,ROAD RUNNERS CLUB OF AMERICA,% JAMES MOORE- TREASURER,PO BOX 1177,WATERVILLE,ME,04903-1177,2702,03,9,1000,197606,2,15,300288000,1,01,202312,0,0,02,0,12,0,0,0,,CENTRAL MAINE STRIDERS
010391208,LA ARTS,,PO BOX 3753,AUBURN,ME,04212-3753,0000,03,3,1000,198403,1,15,090000000,1,01,202406,4,4,01,0,06,362667,220917,187751,,
010391479,MAINE COMMUNITY FOUNDATION INC,,245 MAIN ST,ELLSWORTH,ME,04605-1613,0000,03,3,1000,198401,1,15,903000000,1,01,202312,9,9,01,0,12,732240535,476003010,108670378,T310,
010391592,MAINE JAZZ CAMP,,VAN BRUNT STATION BOX 150-597,BROOKLYN,NY,11215-0000,0000,03,3,1000,198809,1,16,149319000,1,01,202312,2,3,02,0,12,21639,38091,38091,B99Z,
010392073,WILDWOOD PARK ASSOCIATES INC,% NANCY SAVAGE MARCUS,1 OCEAN TER,CUMB FORESIDE,ME,04110-1205,0000,07,3,1000,198509,2,00,318000000,1,01,202405,0,0,02,0,05,0,0,0,,
010392176,GARDEN CLUB FEDERATION OF MAINE INC,% PAT HERBERT,79 APPLEGATE LN,FALMOUTH,ME,04105-1752,5342,03,9,2000,199509,1,16,000000000,1,01,202405,0,0,02,0,05,0,0,0,,FORESIDE GARDEN CLUB
010392413,FRATERNAL ORDER OF EAGLES,,PO BOX 1488,KENNEBUNKPORT,ME,04046-1488,0102,08,9,1000,199108,2,00,260000000,5,01,202205,4,4,01,0,05,367740,373729,111096,,4030 AERIE
010392652,UNIVERSITY OF MAINE SYSTEMS INC,% JODIE MARTIN,992 WATERVILLE RD,WALDO,ME,04915-3117,5930,03,9,2000,201308,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,,WALDO COUNTY 4-H LEADERS ASSOC
010392687,MAINE SENIORS GOLF ASSOCIATION,% TED NOYES,509 LAFAYETTE ST,YARMOUTH,ME,04096-6148,0000,07,3,1000,198704,2,00,288000000,5,01,202403,3,4,01,0,03,49216,121859,121859,,
010392708,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPARTMENT OF MAINE,% KEVIN D BEAN,PO BOX 555,HAMPDEN,ME,04444-0555,9154,19,9,1000,198705,1,00,907908000,5,01,202306,4,4,01,0,06,199674,147634,52912,,4633 WHITCOMB-BAKER POST
010392741,CHRISTIAN TEMPLE CHURCH,,PO BOX 190,LUBEC,ME,04652-0190,1125,03,9,7000,195105,1,10,382380000,5,01,,0,0,06,0,06,,,,,
010392763,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,% ROBERT BICKFORD,27 MAIN ST,S PORTLAND,ME,04106-2617,0320,05,9,3000,194102,2,00,911000000,5,01,202412,0,0,02,0,12,0,0,0,,340 TEAMSTERS LOCAL RETIREES CLUB
010392792,NORWAY HISTORICAL SOCIETY,% SUSAN DENISON,471 MAIN ST,NORWAY,ME,04268-6038,0000,03,3,1000,198709,1,16,119000000,1,01,202404,0,0,02,0,04,0,0,0,,
010392806,FRATERNAL ORDER OF EAGLES,% JOHN CHASE STATE SECRETARY,165 SUMMIT SPRINGS RD,POLAND,ME,04274-6705,0102,08,9,1000,199101,2,00,260000000,5,01,202405,0,0,02,0,05,0,0,0,W99,MAINE STATE AERIE
010392847,GRAND LAKE STREAM HISTORICAL SOCIETY,% ELAINE BERGER,10 BROWN LN,GRAND LK STRM,ME,04668-4072,0000,03,3,1000,198605,1,16,060995000,1,01,202312,0,0,02,0,12,0,0,0,,
010392895,REDINGTON EAST HOMEOWNERS ASSOCIATION INC,,2007 PINE RD RE 39,CARRABASSETT VALLEY,ME,04947-5518,0000,04,3,1000,199510,2,00,000000000,1,01,202409,2,4,01,0,09,12192,201091,201091,,
010392912,FRAMEWORK CHURCH,,PO BOX 763,PRESQUE ISLE,ME,04769-0763,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
010393032,DEMOLAY INTERNATIONAL,% PAUL DESCHAMBAULT,65 ROCKY RIDGE RD,WEST BATH,ME,04530-6359,8160,03,9,1000,199607,1,15,119000000,1,01,202409,3,3,01,0,09,31935,79450,79450,,20000 MAINE DEMOLAY
010393119,READFIELD UNION MEETING HOUSE COMPANY,,PO BOX 451,READFIELD,ME,04355-0451,0000,03,3,1000,199908,1,15,000000000,1,01,202312,6,5,01,0,12,1082883,724031,722376,A80,
010393339,SUGARLOAF REGION CHARITABLE TRUST,% ALEX CARUTHERS,5092 ACCESS RD,CARABASET VLY,ME,04947-5803,0000,03,3,1000,198507,1,15,600000000,1,01,202403,3,3,02,0,03,85067,36393,36393,,
010393670,CLIFF ISLAND COMMUNITY MEMORIAL FUND,% ROGER K BERLE,PO BOX 34,CLIFF ISLAND,ME,04019-0034,0000,03,3,1200,201604,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B12,
010393787,ELDERLY SOCIAL ACTION CLUB,,PO BOX 403,FORT KENT,ME,04743-0403,0000,04,3,3000,199202,2,00,575429000,1,01,202312,4,3,02,0,12,200243,46256,36018,,
010394150,THE FRANKLIN LIBRARY,% DANIEL GREEN,PO BOX 202,FRANKLIN,ME,04634-0202,0000,03,3,1200,201409,1,15,000000000,1,01,202406,4,4,01,0,06,116243,117791,117791,B70,
010394229,PALERMO SCHOOL CLUB,% DANIELLE REITCHEL,501 ROUTE 3,PALERMO,ME,04354-6921,0000,03,3,2000,198410,1,16,035000000,5,01,202404,0,0,02,0,04,0,0,0,,
010394342,MAINE EDUCATION OPPORTUNITY ASSOCIATION,% PATRICK BLANCHETTE,181 MAIN ST,PRESQUE ISLE,ME,04769-2844,0000,04,3,1000,198510,1,00,033000000,1,01,202412,0,0,02,0,12,0,0,0,,
010394343,LEAGUE OF WOMEN VOTERS OF MAINE,,PO BOX 1394,ELLSWORTH,ME,04605-1394,2073,04,9,1000,197004,2,00,482000000,5,01,202406,0,0,02,0,06,0,0,0,,DOWNEAST
010394376,COUSINS & LITTLEJOHN ISLANDS,% KELLY TILLINGHAST,422 COUSINS ST,YARMOUTH,ME,04096-0000,0000,04,3,1000,200910,2,00,000000000,1,01,202408,0,0,02,0,08,0,0,0,S20,
010394563,LAKESIDE ADVENT CHRISTIAN CAMPMEETING ASSOC,,100 CAMPGROUND RD,BELGRADE,ME,04917-0000,1428,03,9,7000,195809,1,10,000000000,5,01,,0,0,06,0,12,,,,,
010395079,TURNER MUSEUM AND HISTORICAL ASSOCIATION,,PO BOX 502,TURNER,ME,04282-0502,0000,03,3,1000,200810,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A54,LINDA POLAND PRES
010395080,NATIONAL STAFF ORGANIZATION,% ELLEN HENDRICKS,35 COMMUNITY DR,AUGUSTA,ME,04330-8005,3145,05,9,3000,197808,2,00,279149000,5,01,202308,0,0,02,0,08,0,0,0,,MAINE STAFF ORG
010395102,PEMAQUID POINT ASSOCIATION INC,% LEE SIMARD,POX 283,NEW HARBOR,ME,04554-0000,0000,04,3,3000,201407,2,00,000000000,1,01,202406,0,0,02,0,06,0,0,0,S20,
010395188,BREMEN VOLUNTEER FIRE COMPANY INC,% DAVID ADKINS,PO BOX 165,BREMEN,ME,04551-0165,0000,03,3,1000,199008,1,15,407000000,1,01,202312,2,3,02,0,12,19756,27208,27208,,
010395228,DIRIGO ELECTRIC COOPERATIVE INC,% GREGORY SHERMAN,PO BOX 726,HOULTON,ME,04730-0726,0000,12,3,3000,198507,2,00,229000000,1,01,202312,0,0,02,0,12,0,0,0,,
010395415,PEOPLEPLACE,% LINDA NASH,PO BOX 644,CAMDEN,ME,04843-0644,0000,03,3,1000,198505,1,16,998000000,1,01,202412,5,4,01,0,12,530432,305590,301936,B210,
010395417,THE ELLSWORTH GARDEN CLUB,% LARRY MOBRAATEN,PO BOX 722,ELLSWORTH,ME,04605-0722,0000,03,3,2000,201407,1,15,000000000,5,01,202405,0,0,02,0,05,0,0,0,C42,ELLSWORTH GARDEN CLUB
010395918,LOST VALLEY RACING CLUB INC,% TRACY HERRICK,200 LOST VALLEY RD,AUBURN,ME,04210-8598,0000,03,3,1000,198805,1,15,298000000,1,01,202412,3,4,01,0,12,80687,103885,83338,,
010396678,INDEPENDENT ORDER OF ODD FELLOWS,% JACK NEWTON,80 CARON LN,AUBURN,ME,04210-4289,0028,08,9,1000,196205,1,00,036382265,5,01,202312,0,0,02,0,12,0,0,0,,26 MOUSAM LDG
010397446,NEW ENGLAND BAR ASSOCIATION,% ANGELA ARMSTRONG,124 STATE ST,AUGUSTA,ME,04330-5616,0000,06,3,1000,198502,2,00,207205000,1,01,202412,0,0,02,0,12,0,0,0,,
010397504,PROPERTY OWNERS OF LOVEWELL POND ASSOCIATION,% PATRICIA GALLAGHER,PO BOX 617,FRYEBURG,ME,04037-0617,0000,03,3,1200,200511,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,C20,
010397764,NORTH HAVEN DEVELOPMENT CORPORATION INC,% JOANNA METCALFE,PO BOX 321,NORTH HAVEN,ME,04853-0321,0000,03,3,1000,199112,1,15,400402403,1,01,202307,0,0,02,0,07,0,0,0,,
010398692,SHEEPSCOT VALLEY CHILDRENS HOUSE,,PO BOX 449,WISCASSET,ME,04578-0449,0000,03,3,1000,198508,1,11,032000000,1,01,202306,4,4,01,0,06,236523,457122,453369,B21Z,
010399854,OAKFIELD BAPTIST CHURCH,,72 RIDGE RD,OAKFIELD,ME,04763-0000,3125,03,9,7000,195504,1,10,000000000,5,01,,0,0,06,0,12,,,,,2858
010400759,PHILLIPS PUBLIC LIBRARY,,PO BOX O,PHILLIPS,ME,04966-1514,0000,03,3,2300,202204,1,15,061000000,1,01,202312,4,3,01,0,12,355310,59556,59556,B11,
010400845,BAUNEG BEG LAKE ASSOCIATION INC,,PO BOX 538,NORTH BERWICK,ME,03906-0538,0000,03,3,2000,201307,1,15,000000000,1,01,202312,3,2,02,0,12,76640,19991,16096,C32,
010401086,ST CROIX HISTORICAL SOCIETY,% JOHN CHURCHILL,PO BOX 242,CALAIS,ME,04619-0242,0000,03,3,1000,198707,1,15,062000000,1,01,202212,0,0,02,0,12,0,0,0,,
010401615,WEST CHAPMAN ADVENT CHRISTIAN CHURCH,,3466 W CHAPMAN RD,CHAPMAN,ME,04757-4726,1428,03,9,7000,195809,1,10,000000000,5,01,,0,0,06,0,12,,,,,
010401717,THE ARK POPE MEMORIAL ANIMAL SHELTER,,PO BOX 276,CHERRYFIELD,ME,04622-0276,0000,03,3,1000,198512,1,15,913000000,1,01,202312,6,6,01,0,12,3546749,1841406,1802052,D200,
010401926,HOULTON WESLEYAN CHURCH,,PO BOX 1146,HOULTON,ME,04730-1146,2079,03,9,7000,197005,1,10,601030000,5,01,201312,0,0,06,0,12,,,,P700,
